TIMESTAMP,TIMER,JOINTTYPE,xPOSITION,yPOSITION,zPOSITION
16:11:28:1451, 00:00:05.2390882, Head,0.002628969,0.4184713,2.807691
16:11:28:1461, 00:00:05.2403161, ShoulderLeft,-0.1717027,0.08719359,2.714623
16:11:28:1471, 00:00:05.2418068, ElbowLeft,-0.2577373,-0.1606329,2.682727
16:11:28:1491, 00:00:05.2426756, WristLeft,-0.2983631,-0.3378426,2.50467
16:11:28:1501, 00:00:05.2437053, HandLeft,-0.2858959,-0.4115792,2.439548
16:11:28:1511, 00:00:05.2447176, ShoulderRight,0.1742928,0.09732093,2.757172
16:11:28:1521, 00:00:05.2457990, ElbowRight,0.2696344,-0.1569261,2.642327
16:11:28:1532, 00:00:05.2468234, WristRight,0.3490127,-0.2182165,2.43969
16:11:28:1542, 00:00:05.2478005, HandRight,0.3869738,-0.2343995,2.353142
16:11:28:1552, 00:00:05.2488517, HipLeft,-0.06403864,-0.2641051,2.574137
16:11:28:1562, 00:00:05.2498938, KneeLeft,-0.07722424,-0.6735409,2.516963
16:11:28:1572, 00:00:05.2509435, AnkleLeft,-0.05748462,-0.9632477,2.514123
16:11:28:1582, 00:00:05.2519339, FootLeft,-0.04038275,-1.018119,2.426298
16:11:28:1592, 00:00:05.2529549, HipRight,0.09102295,-0.2687377,2.590319
16:11:28:1602, 00:00:05.2540053, KneeRight,0.1248684,-0.6916488,2.529424
16:11:28:1612, 00:00:05.2550731, AnkleRight,0.1431388,-0.9915194,2.571571
16:11:28:1622, 00:00:05.2561406, FootRight,0.1608526,-1.069987,2.504149
16:11:28:1702, 00:00:05.2640550, HipCenter,0.01138648,-0.1939947,2.611633
16:11:28:1712, 00:00:05.2650485, Spine,0.004504249,-0.1449492,2.683282
16:11:28:1722, 00:00:05.2667955, ShoulderCenter,0.002028281,0.2208889,2.767948
16:11:28:1742, 00:00:05.2676609, Head,0.001249041,0.418325,2.807639
16:11:28:1752, 00:00:05.2686834, ShoulderLeft,-0.1729379,0.08698609,2.713899
16:11:28:1762, 00:00:05.2697527, ElbowLeft,-0.2610133,-0.1604019,2.681844
16:11:28:1772, 00:00:05.2707688, WristLeft,-0.2980932,-0.3378197,2.504019
16:11:28:1782, 00:00:05.2717875, HandLeft,-0.286235,-0.4117633,2.438537
16:11:28:1792, 00:00:05.2728036, ShoulderRight,0.173329,0.09732862,2.756825
16:11:28:1802, 00:00:05.2738314, ElbowRight,0.2695661,-0.1566016,2.642127
16:11:28:1812, 00:00:05.2749566, WristRight,0.3481548,-0.2313162,2.443917
16:11:28:1822, 00:00:05.2769328, HandRight,0.380519,-0.2448886,2.356896
16:11:28:1842, 00:00:05.2780297, HipLeft,-0.06474183,-0.2642647,2.573117
16:11:28:1852, 00:00:05.2790647, KneeLeft,-0.07739549,-0.6736492,2.516784
16:11:28:1862, 00:00:05.2801056, AnkleLeft,-0.05755861,-0.9632398,2.514133
16:11:28:1872, 00:00:05.2811342, FootLeft,-0.04035153,-1.018092,2.4263
16:11:28:1882, 00:00:05.2822046, HipRight,0.09043496,-0.2689248,2.590064
16:11:28:1892, 00:00:05.2832498, KneeRight,0.1247327,-0.6915838,2.524732
16:11:28:1905, 00:00:05.2842930, AnkleRight,0.1437312,-0.9883021,2.566551
16:11:28:1913, 00:00:05.2852868, FootRight,0.1618846,-1.066693,2.499135
16:11:28:2063, 00:00:05.3004641, HipCenter,0.009943819,-0.1935402,2.610716
16:11:28:2073, 00:00:05.3016059, Spine,0.002930487,-0.1444626,2.682278
16:11:28:2083, 00:00:05.3026922, ShoulderCenter,-0.000840753,0.2210786,2.766251
16:11:28:2103, 00:00:05.3038480, Head,-0.000234586,0.4203191,2.807985
16:11:28:2113, 00:00:05.3050211, ShoulderLeft,-0.1750241,0.08727057,2.714146
16:11:28:2123, 00:00:05.3061761, ElbowLeft,-0.2620805,-0.1603502,2.681469
16:11:28:2133, 00:00:05.3072311, WristLeft,-0.295508,-0.3396259,2.501
16:11:28:2143, 00:00:05.3083147, HandLeft,-0.286069,-0.4141114,2.435251
16:11:28:2153, 00:00:05.3094222, ShoulderRight,0.1724504,0.09730911,2.756322
16:11:28:2163, 00:00:05.3104424, ElbowRight,0.2692105,-0.1535596,2.645865
16:11:28:2173, 00:00:05.3114883, WristRight,0.3480004,-0.2355904,2.450754
16:11:28:2183, 00:00:05.3125108, HandRight,0.3756388,-0.2521725,2.3634
16:11:28:2193, 00:00:05.3135654, HipLeft,-0.06619915,-0.2638728,2.571757
16:11:28:2203, 00:00:05.3145195, KneeLeft,-0.07762465,-0.6738743,2.516551
16:11:28:2213, 00:00:05.3158433, AnkleLeft,-0.05715808,-0.9644739,2.51532
16:11:28:2233, 00:00:05.3168756, FootLeft,-0.03992497,-1.019925,2.427851
16:11:28:2243, 00:00:05.3179703, HipRight,0.08949916,-0.2688365,2.589602
16:11:28:2254, 00:00:05.3195251, KneeRight,0.1244882,-0.6911966,2.522174
16:11:28:2265, 00:00:05.3207119, AnkleRight,0.1428749,-0.9889036,2.565223
16:11:28:2274, 00:00:05.3218238, FootRight,0.1605815,-1.067861,2.498329
16:11:28:2384, 00:00:05.3320842, HipCenter,0.009353971,-0.1932732,2.610001
16:11:28:2394, 00:00:05.3332015, Spine,0.002470196,-0.14432,2.681638
16:11:28:2404, 00:00:05.3340733, ShoulderCenter,-0.000915314,0.2210466,2.766
16:11:28:2414, 00:00:05.3351902, Head,-0.001195316,0.4202943,2.807575
16:11:28:2424, 00:00:05.3361870, ShoulderLeft,-0.1757388,0.08716382,2.713442
16:11:28:2434, 00:00:05.3371650, ElbowLeft,-0.2623842,-0.1605524,2.681001
16:11:28:2444, 00:00:05.3382177, WristLeft,-0.2975132,-0.3398124,2.497304
16:11:28:2454, 00:00:05.3391707, HandLeft,-0.2865914,-0.4150218,2.432131
16:11:28:2464, 00:00:05.3401720, ShoulderRight,0.1712013,0.09735446,2.755463
16:11:28:2474, 00:00:05.3412402, ElbowRight,0.2693776,-0.1521455,2.64648
16:11:28:2484, 00:00:05.3428582, WristRight,0.3468722,-0.2362133,2.451622
16:11:28:2504, 00:00:05.3442612, HandRight,0.3736499,-0.2540606,2.364973
16:11:28:2514, 00:00:05.3454593, HipLeft,-0.06687815,-0.2635174,2.570259
16:11:28:2524, 00:00:05.3464085, KneeLeft,-0.07830995,-0.6738044,2.516004
16:11:28:2534, 00:00:05.3474299, AnkleLeft,-0.05794298,-0.9640932,2.515056
16:11:28:2544, 00:00:05.3484127, FootLeft,-0.04075628,-1.019801,2.427724
16:11:28:2554, 00:00:05.3494541, HipRight,0.08878987,-0.2685907,2.589265
16:11:28:2564, 00:00:05.3504377, KneeRight,0.1239698,-0.6899784,2.518814
16:11:28:2574, 00:00:05.3514825, AnkleRight,0.143283,-0.9862521,2.560827
16:11:28:2584, 00:00:05.3524230, FootRight,0.1613357,-1.064838,2.493568
16:11:28:2695, 00:00:05.3633238, HipCenter,0.008614258,-0.1933167,2.60921
16:11:28:2705, 00:00:05.3643607, Spine,0.001700022,-0.1443917,2.680821
16:11:28:2715, 00:00:05.3653635, ShoulderCenter,-0.001676118,0.2208058,2.765125
16:11:28:2725, 00:00:05.3663834, Head,-0.00220971,0.41862,2.805557
16:11:28:2735, 00:00:05.3673435, ShoulderLeft,-0.1775362,0.086629,2.712372
16:11:28:2745, 00:00:05.3683404, ElbowLeft,-0.2627726,-0.1599716,2.68068
16:11:28:2755, 00:00:05.3693277, WristLeft,-0.2987572,-0.3401619,2.494628
16:11:28:2765, 00:00:05.3702959, HandLeft,-0.287349,-0.4152634,2.428963
16:11:28:2775, 00:00:05.3712745, ShoulderRight,0.1701939,0.09740574,2.754729
16:11:28:2785, 00:00:05.3722400, ElbowRight,0.268909,-0.1519955,2.646715
16:11:28:2795, 00:00:05.3732995, WristRight,0.3457775,-0.2350541,2.451004
16:11:28:2805, 00:00:05.3742627, HandRight,0.3733768,-0.253568,2.364794
16:11:28:2815, 00:00:05.3754026, HipLeft,-0.06759343,-0.2637183,2.569463
16:11:28:2825, 00:00:05.3764323, KneeLeft,-0.07848835,-0.6739482,2.515739
16:11:28:2835, 00:00:05.3774748, AnkleLeft,-0.05874339,-0.9638449,2.514308
16:11:28:2845, 00:00:05.3784856, FootLeft,-0.04176193,-1.01939,2.426815
16:11:28:2855, 00:00:05.3794379, HipRight,0.08810678,-0.268661,2.588512
16:11:28:2865, 00:00:05.3804630, KneeRight,0.123292,-0.6889932,2.516562
16:11:28:2875, 00:00:05.3814556, AnkleRight,0.1432691,-0.9852138,2.558598
16:11:28:2885, 00:00:05.3824324, FootRight,0.1615884,-1.063741,2.491319
16:11:28:3066, 00:00:05.4007519, HipCenter,0.007084359,-0.193454,2.607255
16:11:28:3146, 00:00:05.4085849, Spine,7.73E-05,-0.1444843,2.678813
16:11:28:3166, 00:00:05.4105728, ShoulderCenter,-0.004477861,0.2207429,2.762751
16:11:28:3176, 00:00:05.4118593, Head,-0.003776766,0.4194235,2.804833
16:11:28:3196, 00:00:05.4131022, ShoulderLeft,-0.1785196,0.08659209,2.711654
16:11:28:3206, 00:00:05.4144895, ElbowLeft,-0.2631645,-0.1589155,2.679996
16:11:28:3226, 00:00:05.4161025, WristLeft,-0.2995825,-0.3398547,2.494338
16:11:28:3236, 00:00:05.4176597, HandLeft,-0.2880637,-0.4144066,2.427719
16:11:28:3249, 00:00:05.4189819, ShoulderRight,0.1686743,0.09711504,2.752949
16:11:28:3266, 00:00:05.4202812, ElbowRight,0.2681879,-0.1518004,2.646473
16:11:28:3276, 00:00:05.4215820, WristRight,0.3444211,-0.2290061,2.447818
16:11:28:3286, 00:00:05.4228438, HandRight,0.3748217,-0.2523088,2.361875
16:11:28:3306, 00:00:05.4241382, HipLeft,-0.06875969,-0.2638341,2.56731
16:11:28:3316, 00:00:05.4259706, KneeLeft,-0.07902706,-0.6742803,2.514884
16:11:28:3336, 00:00:05.4284158, AnkleLeft,-0.05940785,-0.9641882,2.513754
16:11:28:3386, 00:00:05.4324382, FootLeft,-0.04269865,-1.019905,2.426302
16:11:28:3407, 00:00:05.4351368, HipRight,0.08670746,-0.2688993,2.587008
16:11:28:3617, 00:00:05.4555405, KneeRight,0.122295,-0.6890295,2.514496
16:11:28:3637, 00:00:05.4582334, AnkleRight,0.1432296,-0.9862221,2.558012
16:11:28:3657, 00:00:05.4594870, FootRight,0.1616847,-1.065295,2.491391
16:11:28:3697, 00:00:05.4635996, HipCenter,0.006253692,-0.1930108,2.605428
16:11:28:3710, 00:00:05.4652379, Spine,-0.000754803,-0.1438926,2.676978
16:11:28:3727, 00:00:05.4665519, ShoulderCenter,-0.005416746,0.2218342,2.760746
16:11:28:3737, 00:00:05.4676862, Head,-0.005339421,0.4225296,2.80354
16:11:28:3747, 00:00:05.4689125, ShoulderLeft,-0.1795003,0.08651353,2.710811
16:11:28:3757, 00:00:05.4701540, ElbowLeft,-0.2640187,-0.1592905,2.679024
16:11:28:3778, 00:00:05.4713075, WristLeft,-0.3003434,-0.3397731,2.494519
16:11:28:3788, 00:00:05.4724652, HandLeft,-0.2898823,-0.4128541,2.425723
16:11:28:3798, 00:00:05.4736980, ShoulderRight,0.1679178,0.09709029,2.751875
16:11:28:3818, 00:00:05.4753798, ElbowRight,0.2679825,-0.1521412,2.646241
16:11:28:3828, 00:00:05.4767145, WristRight,0.3431347,-0.2281655,2.446546
16:11:28:3838, 00:00:05.4780236, HandRight,0.3766823,-0.2467853,2.356316
16:11:28:3848, 00:00:05.4792130, HipLeft,-0.06961726,-0.2636284,2.565355
16:11:28:3868, 00:00:05.4803144, KneeLeft,-0.07944068,-0.6738356,2.513861
16:11:28:3878, 00:00:05.4815509, AnkleLeft,-0.05972837,-0.9633701,2.51284
16:11:28:3888, 00:00:05.4826154, FootLeft,-0.04305223,-1.019111,2.425378
16:11:28:3898, 00:00:05.4837624, HipRight,0.08601737,-0.268482,2.585481
16:11:28:3908, 00:00:05.4849435, KneeRight,0.1217293,-0.6876103,2.511561
16:11:28:3918, 00:00:05.4861242, AnkleRight,0.1433595,-0.983146,2.553561
16:11:28:3938, 00:00:05.4873944, FootRight,0.162035,-1.061455,2.486081
16:11:28:3948, 00:00:05.4892574, HipCenter,0.005294475,-0.1931428,2.603292
16:11:28:3968, 00:00:05.4903954, Spine,-0.001134133,-0.1439296,2.674979
16:11:28:3978, 00:00:05.4916445, ShoulderCenter,-0.00565306,0.2222909,2.759074
16:11:28:3989, 00:00:05.4927874, Head,-0.007584582,0.4229808,2.802132
16:11:28:3998, 00:00:05.4941799, ShoulderLeft,-0.1808757,0.08630736,2.70967
16:11:28:4018, 00:00:05.4956132, ElbowLeft,-0.265567,-0.1600919,2.67662
16:11:28:4028, 00:00:05.4968921, WristLeft,-0.3013963,-0.3398083,2.494153
16:11:28:4068, 00:00:05.5004859, HandLeft,-0.2907711,-0.4130799,2.425252
16:11:28:4078, 00:00:05.5022409, ShoulderRight,0.1653848,0.09688883,2.747351
16:11:28:4098, 00:00:05.5033427, ElbowRight,0.2665362,-0.1535285,2.643078
16:11:28:4108, 00:00:05.5045351, WristRight,0.3449745,-0.2248044,2.44275
16:11:28:4118, 00:00:05.5055950, HandRight,0.3812178,-0.2438716,2.354035
16:11:28:4128, 00:00:05.5066578, HipLeft,-0.07062512,-0.2639782,2.563406
16:11:28:4138, 00:00:05.5076826, KneeLeft,-0.08009578,-0.6736054,2.512911
16:11:28:4148, 00:00:05.5087444, AnkleLeft,-0.06044135,-0.9629017,2.511859
16:11:28:4159, 00:00:05.5097804, FootLeft,-0.04466339,-1.018799,2.424313
16:11:28:4169, 00:00:05.5108603, HipRight,0.08489817,-0.2683477,2.583242
16:11:28:4179, 00:00:05.5118904, KneeRight,0.1199734,-0.6848376,2.507612
16:11:28:4199, 00:00:05.5141041, AnkleRight,0.1435661,-0.9827398,2.552047
16:11:28:4209, 00:00:05.5152708, FootRight,0.1621099,-1.06205,2.485686
16:11:28:4229, 00:00:05.5170436, HipCenter,0.004917275,-0.1928514,2.601876
16:11:28:4239, 00:00:05.5180529, Spine,-0.001445587,-0.1434533,2.67357
16:11:28:4249, 00:00:05.5190576, ShoulderCenter,-0.006212043,0.2234854,2.757446
16:11:28:4259, 00:00:05.5201035, Head,-0.009666113,0.4246961,2.800458
16:11:28:4269, 00:00:05.5211015, ShoulderLeft,-0.181674,0.08680859,2.708195
16:11:28:4289, 00:00:05.5224585, ElbowLeft,-0.2662793,-0.160133,2.675243
16:11:28:4299, 00:00:05.5236297, WristLeft,-0.3028947,-0.3394438,2.493011
16:11:28:4309, 00:00:05.5247897, HandLeft,-0.2926446,-0.4120605,2.423607
16:11:28:4319, 00:00:05.5262875, ShoulderRight,0.1636432,0.09817317,2.745333
16:11:28:4339, 00:00:05.5274146, ElbowRight,0.2638276,-0.1549398,2.643927
16:11:28:4349, 00:00:05.5285912, WristRight,0.361715,-0.2328458,2.392799
16:11:28:4383, 00:00:05.5322473, HandRight,0.3836312,-0.2412476,2.353654
16:11:28:4389, 00:00:05.5333143, HipLeft,-0.07077969,-0.2637864,2.562036
16:11:28:4399, 00:00:05.5343708, KneeLeft,-0.08019455,-0.673858,2.512415
16:11:28:4419, 00:00:05.5353718, AnkleLeft,-0.0607664,-0.9626795,2.511319
16:11:28:4419, 00:00:05.5363599, FootLeft,-0.04526667,-1.018557,2.423693
16:11:28:4429, 00:00:05.5373137, HipRight,0.08436801,-0.2677798,2.58206
16:11:28:4439, 00:00:05.5383622, KneeRight,0.1197919,-0.6834416,2.502964
16:11:28:4449, 00:00:05.5393413, AnkleRight,0.1440576,-0.9794439,2.54525
16:11:28:4459, 00:00:05.5403290, FootRight,0.1626655,-1.057696,2.47764
16:11:28:4479, 00:00:05.5418650, HipCenter,0.004183862,-0.1932856,2.59888
16:11:28:4495, 00:00:05.5432406, Spine,-0.002333618,-0.1437789,2.670818
16:11:28:4499, 00:00:05.5442868, ShoulderCenter,-0.006646756,0.2240253,2.755968
16:11:28:4509, 00:00:05.5452523, Head,-0.009649547,0.4248464,2.799052
16:11:28:4519, 00:00:05.5462529, ShoulderLeft,-0.180924,0.0873923,2.704737
16:11:28:4530, 00:00:05.5472195, ElbowLeft,-0.2674881,-0.1597344,2.673343
16:11:28:4540, 00:00:05.5483768, WristLeft,-0.3042239,-0.3397218,2.490869
16:11:28:4560, 00:00:05.5494178, HandLeft,-0.2931771,-0.4126896,2.422244
16:11:28:4560, 00:00:05.5503742, ShoulderRight,0.1621558,0.09852111,2.743049
16:11:28:4570, 00:00:05.5513740, ElbowRight,0.2602331,-0.1541995,2.645294
16:11:28:4580, 00:00:05.5523104, WristRight,0.3664188,-0.2310112,2.39037
16:11:28:4590, 00:00:05.5533378, HandRight,0.3877763,-0.2366964,2.35651
16:11:28:4600, 00:00:05.5543165, HipLeft,-0.0710303,-0.2637078,2.559495
16:11:28:4610, 00:00:05.5552752, KneeLeft,-0.08050599,-0.6737787,2.511868
16:11:28:4620, 00:00:05.5562913, AnkleLeft,-0.0614759,-0.9625095,2.510719
16:11:28:4630, 00:00:05.5574127, FootLeft,-0.04568442,-1.0185,2.423203
16:11:28:4650, 00:00:05.5587561, HipRight,0.08312992,-0.2676204,2.579209
16:11:28:4660, 00:00:05.5598439, KneeRight,0.1189434,-0.6820226,2.49795
16:11:28:4690, 00:00:05.5628978, AnkleRight,0.1446219,-0.9804071,2.543374
16:11:28:4700, 00:00:05.5641344, FootRight,0.1641877,-1.059971,2.477571
16:11:28:4720, 00:00:05.5661186, HipCenter,0.002945432,-0.1926413,2.596836
16:11:28:4730, 00:00:05.5671619, Spine,-0.003676458,-0.1431388,2.668732
16:11:28:4740, 00:00:05.5684094, ShoulderCenter,-0.008541129,0.2246476,2.753831
16:11:28:4750, 00:00:05.5695168, Head,-0.01077723,0.4247882,2.798323
16:11:28:4770, 00:00:05.5705850, ShoulderLeft,-0.1813458,0.08815603,2.703445
16:11:28:4780, 00:00:05.5721078, ElbowLeft,-0.2687632,-0.1593926,2.671016
16:11:28:4791, 00:00:05.5733904, WristLeft,-0.3050637,-0.3390173,2.489343
16:11:28:4803, 00:00:05.5746062, HandLeft,-0.29406,-0.4120728,2.42076
16:11:28:4821, 00:00:05.5763533, ShoulderRight,0.1619519,0.09880198,2.741427
16:11:28:4830, 00:00:05.5775023, ElbowRight,0.2591854,-0.1550629,2.644376
16:11:28:4850, 00:00:05.5787442, WristRight,0.3583416,-0.2203996,2.420975
16:11:28:4860, 00:00:05.5802987, HandRight,0.3916799,-0.2358569,2.354153
16:11:28:4874, 00:00:05.5812974, HipLeft,-0.07218186,-0.2630979,2.557083
16:11:28:4880, 00:00:05.5823595, KneeLeft,-0.08078224,-0.6737751,2.511234
16:11:28:4890, 00:00:05.5833518, AnkleLeft,-0.06167813,-0.9624495,2.510385
16:11:28:4900, 00:00:05.5843414, FootLeft,-0.045888,-1.018608,2.422952
16:11:28:4911, 00:00:05.5854368, HipRight,0.0819798,-0.2669804,2.577354
16:11:28:4921, 00:00:05.5863902, KneeRight,0.1194342,-0.6803895,2.488055
16:11:28:4931, 00:00:05.5873802, AnkleRight,0.147478,-0.9747075,2.531411
16:11:28:4941, 00:00:05.5883951, FootRight,0.1680377,-1.053335,2.464757
16:11:28:5061, 00:00:05.5999393, HipCenter,0.002294264,-0.1925396,2.595286
16:11:28:5071, 00:00:05.6009184, Spine,-0.004129921,-0.1433528,2.667204
16:11:28:5081, 00:00:05.6019318, ShoulderCenter,-0.01085908,0.2228554,2.752111
16:11:28:5091, 00:00:05.6029298, Head,-0.01285752,0.4187317,2.792971
16:11:28:5101, 00:00:05.6038658, ShoulderLeft,-0.1826774,0.0885371,2.701262
16:11:28:5111, 00:00:05.6048803, ElbowLeft,-0.2705539,-0.1582586,2.66868
16:11:28:5121, 00:00:05.6058390, WristLeft,-0.3062924,-0.3390974,2.487391
16:11:28:5131, 00:00:05.6068086, HandLeft,-0.2951313,-0.4130783,2.419458
16:11:28:5141, 00:00:05.6078221, ShoulderRight,0.1596555,0.0999118,2.736742
16:11:28:5151, 00:00:05.6093898, ElbowRight,0.2611389,-0.1557284,2.639375
16:11:28:5171, 00:00:05.6105792, WristRight,0.3420955,-0.2316162,2.441504
16:11:28:5181, 00:00:05.6116058, HandRight,0.3894854,-0.2419223,2.351378
16:11:28:5181, 00:00:05.6125679, HipLeft,-0.07261047,-0.2629777,2.554644
16:11:28:5191, 00:00:05.6135621, KneeLeft,-0.08125709,-0.6732559,2.510295
16:11:28:5201, 00:00:05.6147835, AnkleLeft,-0.06194177,-0.9625783,2.51026
16:11:28:5221, 00:00:05.6158087, FootLeft,-0.04680638,-1.019334,2.423089
16:11:28:5231, 00:00:05.6168648, HipRight,0.08145711,-0.2667431,2.576115
16:11:28:5241, 00:00:05.6182294, KneeRight,0.1194454,-0.6780204,2.479099
16:11:28:5261, 00:00:05.6198715, AnkleRight,0.1483017,-0.9705766,2.522166
16:11:28:5271, 00:00:05.6211492, FootRight,0.1685316,-1.049503,2.455754
16:11:28:5392, 00:00:05.6334795, HipCenter,0.000906565,-0.190863,2.592878
16:11:28:5402, 00:00:05.6345394, Spine,-0.005511374,-0.1420745,2.664717
16:11:28:5412, 00:00:05.6355992, ShoulderCenter,-0.0128556,0.2224775,2.748979
16:11:28:5422, 00:00:05.6366213, Head,-0.01310675,0.4180933,2.789952
16:11:28:5432, 00:00:05.6376812, ShoulderLeft,-0.1849084,0.09040555,2.700157
16:11:28:5452, 00:00:05.6387105, ElbowLeft,-0.2743643,-0.1567183,2.662291
16:11:28:5462, 00:00:05.6397341, WristLeft,-0.3068668,-0.3393323,2.485772
16:11:28:5472, 00:00:05.6407487, HandLeft,-0.2962049,-0.413586,2.417671
16:11:28:5482, 00:00:05.6425682, ShoulderRight,0.15987,0.1002823,2.734502
16:11:28:5502, 00:00:05.6441193, ElbowRight,0.2623922,-0.1537876,2.636661
16:11:28:5532, 00:00:05.6472012, WristRight,0.3436443,-0.2341428,2.440705
16:11:28:5552, 00:00:05.6496928, HandRight,0.3835087,-0.2530627,2.350559
16:11:28:5572, 00:00:05.6512341, HipLeft,-0.07442799,-0.261734,2.551806
16:11:28:5582, 00:00:05.6527852, KneeLeft,-0.0817176,-0.6731965,2.509516
16:11:28:5602, 00:00:05.6541237, AnkleLeft,-0.06314866,-0.9627575,2.509636
16:11:28:5612, 00:00:05.6553392, FootLeft,-0.04845714,-1.019711,2.42251
16:11:28:5622, 00:00:05.6563428, HipRight,0.08078357,-0.2655609,2.573821
16:11:28:5632, 00:00:05.6576417, KneeRight,0.1196698,-0.6758122,2.467253
16:11:28:5652, 00:00:05.6596168, AnkleRight,0.1495455,-0.9705993,2.516326
16:11:28:5663, 00:00:05.6609285, FootRight,0.1700862,-1.052362,2.45353
16:11:28:5733, 00:00:05.6667723, HipCenter,-0.001087535,-0.1895059,2.590061
16:11:28:5743, 00:00:05.6677446, Spine,-0.0073053,-0.1409467,2.66179
16:11:28:5743, 00:00:05.6687101, ShoulderCenter,-0.01507949,0.222507,2.745576
16:11:28:5763, 00:00:05.6697367, Head,-0.01283249,0.4189532,2.784418
16:11:28:5763, 00:00:05.6706905, ShoulderLeft,-0.1881668,0.09196065,2.697413
16:11:28:5783, 00:00:05.6717277, ElbowLeft,-0.276771,-0.1566512,2.657345
16:11:28:5783, 00:00:05.6729398, WristLeft,-0.3093109,-0.3417988,2.478572
16:11:28:5803, 00:00:05.6738554, HandLeft,-0.2968027,-0.4175691,2.412124
16:11:28:5813, 00:00:05.6751135, ShoulderRight,0.1593253,0.1013838,2.729789
16:11:28:5823, 00:00:05.6766661, ElbowRight,0.2628063,-0.1499923,2.634947
16:11:28:5833, 00:00:05.6776221, WristRight,0.3433493,-0.2347275,2.440548
16:11:28:5843, 00:00:05.6786473, HandRight,0.3811162,-0.2551715,2.35077
16:11:28:5853, 00:00:05.6795942, HipLeft,-0.07644846,-0.2609861,2.549214
16:11:28:5863, 00:00:05.6805782, KneeLeft,-0.08273413,-0.6723195,2.507818
16:11:28:5873, 00:00:05.6815633, AnkleLeft,-0.06396803,-0.963209,2.508864
16:11:28:5883, 00:00:05.6825330, FootLeft,-0.04976009,-1.02065,2.42197
16:11:28:5893, 00:00:05.6835962, HipRight,0.07902923,-0.2644079,2.570449
16:11:28:5903, 00:00:05.6846233, KneeRight,0.1194827,-0.6719642,2.456498
16:11:28:5913, 00:00:05.6856676, AnkleRight,0.148998,-0.9589021,2.493296
16:11:28:5923, 00:00:05.6866765, FootRight,0.1687777,-1.035206,2.423736
16:11:28:6056, 00:00:05.6994622, HipCenter,-0.001940508,-0.1888686,2.587383
16:11:28:6064, 00:00:05.7004643, Spine,-0.008679419,-0.1403164,2.659013
16:11:28:6074, 00:00:05.7014268, ShoulderCenter,-0.01520696,0.2230694,2.742762
16:11:28:6084, 00:00:05.7024175, Head,-0.01450439,0.4206616,2.781576
16:11:28:6094, 00:00:05.7034812, ShoulderLeft,-0.1882645,0.09253514,2.690732
16:11:28:6104, 00:00:05.7044410, ElbowLeft,-0.2779133,-0.1536996,2.653267
16:11:28:6114, 00:00:05.7054491, WristLeft,-0.3121246,-0.3411732,2.47054
16:11:28:6124, 00:00:05.7064694, HandLeft,-0.2987532,-0.4173422,2.408578
16:11:28:6134, 00:00:05.7073895, ShoulderRight,0.1594778,0.1028035,2.727915
16:11:28:6144, 00:00:05.7086771, ElbowRight,0.2640213,-0.1467843,2.627064
16:11:28:6154, 00:00:05.7096709, WristRight,0.343738,-0.2358808,2.434297
16:11:28:6164, 00:00:05.7106877, HandRight,0.3802817,-0.2556385,2.348857
16:11:28:6174, 00:00:05.7116649, HipLeft,-0.07729746,-0.2605531,2.546934
16:11:28:6184, 00:00:05.7126394, KneeLeft,-0.08346595,-0.6718263,2.506473
16:11:28:6194, 00:00:05.7137148, AnkleLeft,-0.06454193,-0.9629216,2.507704
16:11:28:6204, 00:00:05.7147252, FootLeft,-0.04907141,-1.020253,2.420944
16:11:28:6214, 00:00:05.7156495, HipRight,0.07795961,-0.2635955,2.567387
16:11:28:6224, 00:00:05.7166369, KneeRight,0.1191865,-0.6696242,2.447219
16:11:28:6234, 00:00:05.7175842, AnkleRight,0.1474125,-0.9594122,2.485942
16:11:28:6244, 00:00:05.7185976, FootRight,0.1678124,-1.036294,2.417191
16:11:28:6379, 00:00:05.7317850, HipCenter,-0.003487138,-0.1867954,2.584053
16:11:28:6384, 00:00:05.7327585, Spine,-0.0105148,-0.1383103,2.655525
16:11:28:6394, 00:00:05.7337723, ShoulderCenter,-0.0169278,0.2244298,2.738537
16:11:28:6404, 00:00:05.7348110, Head,-0.01591514,0.425066,2.776702
16:11:28:6415, 00:00:05.7357806, ShoulderLeft,-0.188879,0.09463973,2.687553
16:11:28:6435, 00:00:05.7371380, ElbowLeft,-0.2802095,-0.1544197,2.65038
16:11:28:6445, 00:00:05.7380669, WristLeft,-0.31355,-0.3398957,2.46637
16:11:28:6455, 00:00:05.7390671, HandLeft,-0.3015435,-0.4143137,2.399558
16:11:28:6465, 00:00:05.7401330, ShoulderRight,0.1599112,0.1044093,2.726333
16:11:28:6475, 00:00:05.7412091, ElbowRight,0.2632228,-0.1420097,2.630121
16:11:28:6485, 00:00:05.7427194, WristRight,0.3417396,-0.2320479,2.437181
16:11:28:6495, 00:00:05.7436743, HandRight,0.3767917,-0.2553114,2.351099
16:11:28:6505, 00:00:05.7445983, HipLeft,-0.07869177,-0.2591352,2.544345
16:11:28:6515, 00:00:05.7456445, KneeLeft,-0.08376949,-0.6715032,2.504965
16:11:28:6525, 00:00:05.7466633, AnkleLeft,-0.06545678,-0.9629116,2.50705
16:11:28:6535, 00:00:05.7475710, FootLeft,-0.04970444,-1.020597,2.420566
16:11:28:6545, 00:00:05.7485919, HipRight,0.0764475,-0.2612934,2.563403
